LLM,id,text,close_text,semantic_dist
GPT3,132,Ihr leuchtet weiter in der Tiefe,"Aus der die Tiefe sichtbar wird,",4.541524887084961
GPT3,133,Den beiden großen deutschen mönchen,"Er seh' die deutsche Größe, die",5.22067928314209
GPT3,133,dazu die Hamster Karl und Kant,Klinge im Sturme,6.563701152801514
GPT3,133,"die sind im selben Land geboren ,","Original, deutsch: Urselbst, heißt,",6.059896469116211
GPT3,133,getrennt durch alle Zeit und Raum .,"Und das gewaltiger denn Raum und Zeit,",4.947867393493652
GPT3,133,Doch wie sie beide wissen alles,Doch wissen ihr auch ritterlich,4.133594989776611
GPT3,133,Ihr leben ist nicht nur ein Traum,Denn Leben ist nur Traum – das was ich eben,4.915910720825195
GPT3,133,Das Leben ist ein großes Rätsel,Des Lebens noch schüren:,4.91357946395874
GPT3,133,Und andre Hamster Karl und Alex,"Schelmenauge, Schelmenmund,",6.412643909454346
GPT3,133,Die finden nur die Puzzleteile,"Und ihre Rätselfragen,",5.804157733917236
GPT3,133,Im Hamsterkäfig dieser Welt,Im Höllenpfuhle steckt.,6.325368404388428
GPT2,134,"Wandern , wandern gehen , wandern tun","Herbeigerufen, wandern.",5.681042671203613
GPT2,134,Ach und das wär ja nicht viel !,"Kommt mir gar nicht übel für,",3.5643117427825928
GPT2,134,"Wie der Wind , der von der Spitze weht","Der Wind, der sich erhob wie Sturmes Droh'n,",4.278077602386475
GPT2,134,"Wandern tut er , wie er nur geht .","So geht er, wie so mancher Mann,",5.0672454833984375
GPT2,134,War ein einzig heißes Regen isch,"Zum Schwitzen ein, allein es war",5.334347724914551
GPT2,134,War ein einzig heißer honig,Nur süßen Honig gibt.,4.435816287994385
GPT2,134,War ein einzig heißer sonnenschein,Im ersten hellen Sonnenstrahle,5.054966449737549
GPT2,134,"Aber ich halt ihn fest , bis er drauf",Halt ich ihm Stand!« –,4.663999557495117
GPT2-large,135,Das einzig Höchste ist die herrschaft,Weiß einzig sie das Höchste auszusagen.,5.025463104248047
GPT2-large,135,Und nur das Höchste ist der Menschen Schatz .,Gilt das Dir doch als höchster Preis,5.122147083282471
GPT2-large,135,Es zeigt den ewigen Werth des herren,Preist wieder stammelnd er den Herrn,5.157702445983887
GPT2-large,135,"Es zeigt sein wahres Wesen nur darein ,","Sein wahres Wesen gibt sich heiter kund,",5.143989562988281
GPT2-large,135,Kein Wesen kann zu nichts zerfallen,"Das Nichts ist in sein Nichts gekrochen,",5.013776779174805
GPT2-large,135,Es gleicht dem Thau der Blume ; es ist das,"Die Mägdlein sind den Blumen gleich,",5.715002059936523
GPT2-large,135,"Entzücken , welches alles feiert","Ein Angedenken gilt es heut' zu feiern,",4.219903469085693
GPT2-large,135,Und doch wird wohl ein einzig schwaches Wort,"Auf wenige Worte gebeten,",5.001660346984863
GPT2-large,135,Kein einzig schwaches Wort vergeben,Ganz ohne Hülfswort läßt sich nie,5.061568260192871
GPT2-large,135,"Jedoch , zu schwach ist schwach auf gut deutsch heit",Im deutschen menschlichen Geschlechte,5.549671649932861
GPT2-large,136,"Das Schöne bleibt , es ist gegeben",Und Schönheit blieb an ihr.,5.400512218475342
GPT2-large,136,Weil es durch Kunst der Menschen lebt,"Daß man, nachdem die Kunst das Ihrige gethan,",5.5281195640563965
GPT2-large,136,"Ein großer Werth der deutschen Dichtung ,",Und in der deutschen Dichtkunst boten wir,5.044625282287598
GPT2-large,136,Und schön ist Poesie und edel !,"Und über Dichters Kunst beinah',",4.367903709411621
GPT2-large,136,Sei alles hoch und schön in ewigkeit,"Allem Großen, allem Schönen,",4.868435859680176
GPT2-large,136,Doch schmück die Lieder mit dem adel,Adeln und beleben;,5.554295063018799
GPT2-large,136,Und sieh die Lieder um die Gaben,"Und bringen andre schöne Gaben,",5.385599613189697
GPT2-large,136,Der deutschen Poesie geschmückt .,Im deutschen menschlichen Geschlechte,5.253139495849609
GPT2-large,136,"Es ist die Poesie der Liebe ,",Von Liebeslust und Poesie.,4.4118194580078125
GPT2-large,136,Die uns die Mutter Erde gab,"Und mütterlich ernähret mich die Erde,",5.214737415313721
GPT2-large,137,Das ist wohl der größte Fluch uns,"Zu tragen unsre schwere Schuld,",4.906196117401123
GPT2-large,137,wir wir müssen doch was dran tun,Denn: »auf diesbezüglich« müßte,4.9182305335998535
GPT2-large,137,Wo ist nun der große vogel ?,"Ach wo ist Bleibens auf der Welt,",5.002298831939697
GPT2-large,137,Wir sind viele kleine Leute nun,"Wie kleine Kinder sind,",5.366304397583008
GPT2-large,137,wollen nur das eine noch gern,"Nur noch eines mir gewähre,",3.9559991359710693
GPT2-large,137,ich bin auch ich tu was Gutes eben,"Mir noch ein Gut beschert,",3.7286009788513184
GPT2-large,137,das wird schon das schaffst du schon nicht !,Dazu dir nichts gebracht!,3.066854238510132
GPT2-large,137,Wo ist nun der große vogel weg ?,"Und wo der Schuft geblieben,",5.249491214752197
GPT2-large,137,Nun ist es ein großer himmel,"So groß und weit der Himmel,",4.427060127258301
GPT2-large,137,ich hab meinen großen vogel mir,Mich die lieben Vöglein kleine,4.752745151519775
GPT2-large,138,"O der helle , helle leben","Schlummern helle Lebensfunken,",5.037513256072998
GPT2-large,138,himmel was will das bedeuten dann,"Was soll es denn bedeuten,",2.966399669647217
GPT2-large,138,Gott ich weiß man glaubts nicht an den .,Ich glaubt ihm nicht und fiel ihn an ;,4.610095977783203
GPT2-large,138,Sterben will ich auch und kann nicht eher,"Schön beschließest du, und sterben will ich",4.649015426635742
GPT2-large,138,mich ergeben meiner gattin,"Als meine Katze, die mir schwesterlich gesinnt,",4.685137748718262
GPT2-large,138,wenn sie das als wüßt ichs doch so,Ach! so achtet sie wohl schwerlich mein;,3.900595188140869
GPT2-large,138,weil ich klein und laut und dumm bin .,S' sehen dumm und damisch aus:,5.757195472717285
GPT2-large,138,"Jeder stirbt in seinen ketten ,",Und wie an der Kette die Glieder,5.960031032562256
GPT2-large,138,"wer nicht ist der macht sich zur maus ,","Wer nicht will, daß ihm wie Hafis",5.10423469543457
GPT2-large,138,wer nicht ist der will nicht mehr sein .,Daß Nichtsein doch noch besser wäre.,5.80095100402832
GPT2-large,139,Ein guter Tropfen ist das Leben,Gleich einem Tropfen sich verlör!,6.223773002624512
GPT2-large,139,Ein guter Tropfen ist der Tod,Gleich einem Tropfen sich verlör!,5.771706581115723
GPT2-large,139,Ein guter Tropfen ist das Leben,Gleich einem Tropfen sich verlör!,6.223773002624512
GPT2-large,139,Ein schlechtes Leben ist der Tod,Da hat das schlechte Leben,3.7352535724639893
GPT2-large,139,Ein schlechtes Leben ist das leben,Da hat das schlechte Leben,3.094118356704712
GPT2-large,139,Ein guter Tropfen ist die Ruh,"Auf der Trauer ruht Entzücken,",5.595363140106201
GPT2-large,139,Ein guter Tropfen Wein ist Leben,Reicht sie dem Mann des Lebens besten Wein;,5.0171799659729
GPT2-large,139,Ein guter Tropfen Wein ist Blut,Des Wohlthuns Wonne heißt der Wein:,4.962250709533691
GPT2-large,139,Ein guter Tropfen Blut ist seele,"Des Blutes grimmer Zährenpein,",4.676539897918701
GPT2-large,139,Ein guter Tropfen ist der Tod,Gleich einem Tropfen sich verlör!,5.771706581115723
GPT2-large,139,Ein guter Tropfen ist die Helle,"Trefflich träufen die Tropfen,",5.6770172119140625
GPT2-large,139,Ein guter Tropfen ist der Tod,Gleich einem Tropfen sich verlör!,5.771706581115723
GPT2-large,139,Ein guter Tropfen ist die sonne,Schleuß auf den hellen Sonnenschein,5.356009006500244
GPT2-large,139,Ein guter Tropfen ist der Tod,Gleich einem Tropfen sich verlör!,5.771706581115723
GPT2-large,139,Ein guter Tropfen klingt die Sühne,"Das Glöcklein läutet bem, bem!",4.512223720550537
GPT2-large,140,dabei Das ist die große fragen,Und ernster fragt die große Frage:,4.191472053527832
GPT2-large,140,Die mit den tausend Gründen schwirrt,Die lügt er mit frechem Gesicht;,5.150897979736328
GPT2-large,140,Ich möchte sie Dir gern entrücken,Wollt' ich sie abgewinnen.,4.017979145050049
GPT2-large,140,Bis Du sie endlich fassen wirst,Bis die vernarrten,4.980748176574707
GPT2-large,140,"In jene Welt hinein , die ich mein","mich der Welt, auf daß ich dann",4.612767696380615
GPT2-large,140,"Dies Haus war reich , es war die Welt",Darf Reichthum Alles wagen.,6.119821071624756
GPT2-large,140,Was immer jetzt in meinem Innern,"Alles, was in seinem Innern",4.712158203125
GPT2-large,140,Da drinnen blüht und sprießt und sprießt,"Sie blüht, und blühet",4.4417243003845215
GPT2-large,140,Was immer sich in meinem findet,Ist all mein Sein!,5.045330047607422
GPT2-large,140,Das also ist der Schönheit Reich,So mag eines Weibes Schönheit,4.322029113769531
GPT2-large,140,"Das also ist des Lebens Ende ,","Nun, da der Lebens-Abend mir gekommen,",5.0007758140563965
GPT2-large,140,Es fließt in meine Brust zurück,Das wühlt sich in die Brust mir,4.852550506591797
GPT2-large,140,Das fließt in meine Sinne weiter,Und sehne mich darnach.,4.85437536239624
GPT2-large,140,Es sammelt sich der Blumen Kranz,"Frohlockend, unsre Blumen auszujäten ...",4.67370080947876
GPT2-large,140,"Es sammelt sich die Sonne wieder ,","Wie die Sonne kehret wieder,",5.504542350769043
GPT3,141,Ein neues Spielzeug kommt und geht,Von immer neuem Drange aufgewiegelt:,6.614428520202637
GPT3,141,"Ein neues Buch , ein alter Freund",»Meine alte Freundin du!«,5.508302211761475
GPT3,141,"Ein neues Lied , ein alter Text",Wie mir das Alte und doch so Neue,5.445769309997559
GPT3,141,"Ein neuer Traum , ein alter Trend",Und wieder träumen alte Jugendträume.,5.730402946472168
GPT3,141,Das Leben ist ein ewiger Kreis,"Des Lebens unendlichen, tiefen Wert.",5.370946407318115
GPT3,141,Doch was ist nur das Leben selbst,Was ist es mit dem Leben,3.856142997741699
GPT3,141,Ein Spiel ? Ein Buch ? Ein Lied ? Ein Traum ?,Sel'gen Gespielen?,5.418313026428223
GPT3,141,"Ein Augenblick des Seins , nichts mehr","So wenig, als einst die andächtige",5.0121684074401855
GPT3,141,"Ein neuer Tag , ein alter Plan",Die täglich wieder neue,5.70527982711792
GPT3,141,"Ein neues Ziel , ein alter Traum",Der Zukunft Traum;,5.8741960525512695
GPT2-large,142,"Na , die sähen wir uns wohl nicht mehr","Sahen uns doch selten,",3.635481834411621
GPT2-large,142,"Aber , o Gott , warum nicht auch noch",Warum nicht? Wenn in diesem Leben,3.7568390369415283
GPT2-large,142,eine Sie zum Manne nehmen soll ?,"Wie? Willst du Eitler dich betrüben,",3.471713066101074
GPT2-large,142,"Sie ist noch zu jung ! Ich glaub es ,",Nun wohl für sie nicht mehr zu jung.,4.069455146789551
GPT2-large,142,daß du sie vor vielen Jahren mir,"Denk der Jahrtausende, die waren,",4.113483905792236
GPT2-large,142,aus dem Laden an der treppe,"Zu der eignen Lagerstatt,",4.523029804229736
GPT2-large,142,münchen zum Geburtstag schenktest du .,"Original, deutsch: Urselbst, heißt,",5.173541069030762
GPT2-large,142,Setzest du sie jetzt zu tode ?,"Ist leider sie tot, was verschlägt das?",4.163126468658447
GPT2-large,142,"Ist dein Arm Du , laß es doch sein !","Will er mild den Arm dir reichen,",4.48769998550415
GPT2-large,142,"Was ich will , das kann ich allein .","All was ich allein, um zu haben",5.015096664428711
GPT2_top_p,143,Als Hänsel unter Vöglein bei dem grünen,"Die Vöglein herbei,",4.412866592407227
GPT2_top_p,143,Als Bäurin von den Lippen bei dem schafe,"Zum Kusse von bärtigem Munde,",3.7048606872558594
GPT2_top_p,143,Am frühen Morgen schlichen sie von hinnen .,"Da Vormittag schon über den Geländen,",4.54512882232666
GPT2_top_p,143,"Und wer Und wer sie ist , der wird ihr Name !","In ihrem Heiligthum, und hieß sie dann",5.598480701446533
GPT2_top_p,143,"Ich hab sie einmal was mit Recht erschüttert ,","Mich awer hat's doch ä bißchen schokiert,",4.622450828552246
GPT2_top_p,143,"Doch wie du sie mir , sollst du sie nicht nennen .",Und heißt mich keinen Flegel;,5.544225692749023
GPT2_top_p,143,Ich hab mich wohl für eine arme Klara,"Geglaubet, daß so spottwohlfeil ich wär.",4.640063285827637
GPT2_top_p,143,Ich hab mich wohl für eine arme Klara !,"Geglaubet, daß so spottwohlfeil ich wär.",4.485380172729492
GPT2-large,144,"warum das erste , das ich schreibe",Daß verarmend ich ersterbe,5.047454357147217
GPT2-large,144,Ein Steinchen in des Baches menge,"Dort der Stein am Teich, beim Flieder,",5.148864269256592
GPT2-large,144,ein Wort in einer Silbe leise,"Er schwieg, es schwiegen, die das Wort gehört,",6.093720436096191
GPT2-large,144,und in der Summe aller Klänge,Und im Strom der Klänge,3.470224380493164
GPT2-large,144,ein Schwanenlied aus fernen sternen,Sang er den Schwanensang:,4.80550479888916
GPT2-large,144,Ein Steinchen in des Baches auge,Wenn ein Steinchen,5.30793571472168
GPT2-large,144,"warum das erste , das ich meine ?","Was soll es denn bedeuten,",4.618634223937988
GPT2-large,144,Ein Wort in aller lage lage,Nieder auf der Welt Vergänglichkeit.,6.306945323944092
GPT2-large,144,in irgend einer Silbe leise,Mit leisem Klang,4.393640518188477
GPT2-large,144,in irgend einer Silbe höre,"Kaum kannst du, Büblein, lauschen –",4.326101303100586
GPT2-large,144,In irgend welcher Silbe leise,Mit leisem Klang,4.601931095123291
GPT2-large,144,in irgend welcher Silbe irre,Der jede Silbe wäget falsch und schwer;,5.537674427032471
GPT2-large,144,in irgend welcher Silbe irre,Der jede Silbe wäget falsch und schwer;,5.537674427032471
GPT2-large,144,in irgend welcher Silbe stehe,"Und machet jeden Aushängschild,",5.044127941131592
GPT2-large,144,Warum das erste das ich höre,Das erste Mal erfahren.,5.034367561340332
GPT3,145,"Denn alles , was die alten zeiten weisen",Von alter Zeit –,4.340045928955078
GPT3,145,Den Menschen vor die eignen Füße halten,Die zu Füßen unzählig dir wimmeln:,5.436790943145752
GPT3,145,Ist heute auf der Erde leider selten .,"Denn auf Erden ein Unvergleichliches ist,",5.641225337982178
GPT3,145,Die Menschen leben jetzt in andern Zeiten,"Es hat ja Zeiten gegeben,",6.353796005249023
GPT3,145,Und anders ist die fremde Welt geblieben,Und anders die Welt,4.478318214416504
GPT3,145,Doch was die Weisheit uns der Alten sagen,Denn weise sind seit alten Tagen,4.945434093475342
GPT3,145,Das können wir in deutscher Sprache sagen .,"Auf die deutsche Redlichkeit,",4.985711574554443
GPT3,145,"Dies ist zugleich das Ende meines Liedes ,",Und hiermit Lied am Ende!«,4.794151306152344
GPT3,145,Denn allzu lang jedoch ist es geworden .,"Allzu lange verhaltener,",4.881105899810791
GPT3,145,Doch dies vor allen Dingen kann ich sagen,"Doch viel faßt's, das muß man sagen.",4.241797924041748
GPT2-large,146,Lasse dich vom kleinen Wort nicht,Vermochte nicht,4.584094524383545
GPT2-large,146,hassen ; also sag dir selber frei,"Gefällt im freien, frommen Mut!",5.482940196990967
GPT2-large,146,weder klein noch laut und gar fein .,Geahnet kaum dahin im leisen Schweben.,5.638553619384766
GPT2-large,146,Laß es wie die Luft sich schicken fort .,"Gleich der Luft, die dich umfließt,",5.580127239227295
GPT2-large,146,"Oh , du armer schwacher Mann mein !","O ich armer Mann, wie meide",3.7726712226867676
GPT2-large,146,"Sei Sei du , und lebe ganz so",Wohne immerdar bei dir.,5.440314292907715
GPT2-large,146,draußen in der wüsten werkstatt .,in diese Wüstenei.,5.170567512512207
GPT2-large,146,Laß das Wort dich auch nicht mehr los,Damit dich Nichts gereue!,3.356679916381836
GPT2-large,146,ja es war mein erstes wesen,Als zum ersten Male,4.277022361755371
GPT2-large,146,"meines lenzen erstes eigen werk ,",Hat's unterweil der junge Lenz geschmückt –,5.881402969360352
GPT2-large,147,Wenn Du mein holdes dresdner mädchen,"Und zwei Mädchen oder Bübchen,",3.5568878650665283
GPT2-large,147,"Wenn Du mein süßes Drusenmädchen ,","Darf ich auch dich, dereinst geliebtes Mädchen,",5.325202941894531
GPT2-large,147,Wenn Du mein holdes Drusenmädchen,"Gute Mädchen hold dir sei'n,",5.2647809982299805
GPT2-large,147,"Wenn Du mein süßes Drusenmädchen ,","Darf ich auch dich, dereinst geliebtes Mädchen,",5.325202941894531
GPT2-large,147,Wenn Du mein holdes mädchen neues,Von neugebor'nen Mädchenseelen,4.834141731262207
GPT2-large,147,"Wenn Du mein holdes Drusenmädchen ,","Gute Mädchen hold dir sei'n,",5.718810081481934
GPT2-large,147,Wenn Du mein holdes Drusenmädchen,"Gute Mädchen hold dir sei'n,",5.2647809982299805
GPT2-large,147,"Wenn Du mein holdes holdes Mädchen ,","Ihr holden Mädchen und Frauen,",4.655543804168701
GPT2-large,147,Wenn Du mein holdes Mädchen holdes,"Gute Mädchen hold dir sei'n,",3.751378059387207
GPT2-large,148,Im Walde bei den grünen hirten,"Grüner Wald, nimmer alt,",3.865792989730835
GPT2-large,148,"Ihr Schatten , meine süßen eichen",Gebreitet ihrer Schatten Fülle …,5.684676647186279
GPT2-large,148,Ist längst von euch hinweggeflogen !,"Du entflogen,",3.955354690551758
GPT2-large,148,"Sie sind mir alle einsam worden ,",Hab' einsam auch mich gehärmet,5.035505771636963
GPT2-large,148,Sie sind von ihrem Ort getragen,Dies trugen,6.438195705413818
GPT2-large,148,"Im Walde , in den dichten sachen",Hin in des Waldes Düster.,3.723749876022339
GPT2-large,148,Ihr Schatten ! meine wälder eichen,"Mit Waldesdickicht wuchernd übersponnen,",5.136960029602051
GPT2-large,148,Sind längst von euren höhnern eichen,Sind schon von schwärmender,4.026165962219238
GPT2-large,148,Zum fernen wald gebiet gezogen .,"Mit Waldesdickicht wuchernd übersponnen,",4.859799861907959
GPT3,149,"Das ist die Frage , die sich mir stellt eben","Auf euch wendet diese Frage,",4.005309104919434
GPT3,149,"Wenn immer ich von Nichts zu Etwas fließe ,","Oft hat's mich, wenn um Nichts und wider Nichts",5.158039569854736
GPT3,149,Und alles was ich bin auf einmal scheint,Und alles mag rund um,4.90805721282959
GPT3,149,Bedeutungslos in dieser kalten Ewigkeit .,Nieten? Nieten? Nichts als kalte Nieten? –,5.190301895141602
GPT3,149,"Ist es ein Traum , dass ich mich selbst betrach",Der selbst dir Träume machte wahr?,4.239922046661377
GPT3,149,Und nur die Wärme spüren möchte von zwei,"Zwei Wesen, die sich nimmer mehr enteinen,",5.201834201812744
GPT2-large,150,"Frohlocke , Herz ! Es ist der rechte abend","Frohlocken drum soll,",5.63942813873291
